# Extracted band/energy data from diamond_pd_projwfc.out
# nkstot   = 2
# nbnd     = 863
# natomwfc = 860
# n_atoms  = 215

# Total k-point blocks found in file = 2
# Analysis mode = SPIN POLARIZED

============================================================
SPIN UP
============================================================

--- k-point 1  (k = 0.0000000000 0.0000000000 0.0000000000) ---

Band 1   energy = -8.32915 eV
107     0.000225       0.000000       0.000000       0.000000       0.000225       
124     0.000256       0.000000       0.000000       0.000004       0.000260       
206     0.000289       0.000000       0.000004       0.000000       0.000293       
tot     0.003765       0.000153       0.000113       0.000534       0.994000

Band 48   energy = -3.36484 eV
atom    s              p_x            p_y            p_z            tot            
37      0.000256       0.000004       0.000000       0.000001       0.000261       
64      0.000256       0.000000       0.000004       0.000000       0.000260       
95      0.000196       0.000000       0.000000       0.000000       0.000196       
97      0.000196       0.000000       0.000000       0.000000       0.000196       
143     0.000169       0.000000       0.000004       0.000000       0.000173       
170     0.000169       0.000004       0.000000       0.000001       0.000174       
tot     0.003791       0.000350       0.000308       0.000184       0.994000

Band 49   energy = -3.32517 eV
atom    s              p_x            p_y            p_z            tot            
2       0.000324       0.000004       0.000000       0.000000       0.000328       
4       0.000324       0.000000       0.000004       0.000001       0.000329       
43      0.000324       0.000000       0.000004       0.000000       0.000328       
53      0.000324       0.000000       0.000001       0.000004       0.000329       
66      0.000324       0.000009       0.000000       0.000000       0.000333       
78      0.000324       0.000000       0.000000       0.000009       0.000333       
tot     0.005674       0.000442       0.000475       0.000263       0.994000

Band 50   energy = -3.32282 eV
atom    s              p_x            p_y            p_z            tot            
82      0.001024       0.000001       0.000000       0.000000       0.001025       
107     0.000324       0.000000       0.000000       0.000064       0.000388       
124     0.000225       0.000000       0.000000       0.000004       0.000229       
152     0.000196       0.000016       0.000016       0.000000       0.000228       
179     0.000196       0.000009       0.000009       0.000009       0.000223       
214     0.000441       0.000000       0.000001       0.000001       0.000443       
tot     0.004528       0.000153       0.000176       0.000547       0.994000

Band 51   energy = -3.32193 eV
atom    s              p_x            p_y            p_z            tot            
101     0.000576       0.000001       0.000000       0.000000       0.000577       
105     0.000576       0.000000       0.000000       0.000000       0.000576       
149     0.000225       0.000000       0.000016       0.000000       0.000241       
158     0.000256       0.000000       0.000004       0.000000       0.000260       
172     0.000225       0.000009       0.000000       0.000004       0.000238       
181     0.000256       0.000004       0.000000       0.000000       0.000260       
tot     0.004614       0.000390       0.000381       0.000113       0.994000

Band 52   energy = -3.29778 eV
atom    s              p_x            p_y            p_z            tot            
90      0.000676       0.000000       0.000000       0.000000       0.000676       
99      0.002916       0.000004       0.000000       0.000016       0.002936       
125     0.001600       0.000004       0.000000       0.000049       0.001653       
143     0.000009       0.000000       0.000121       0.000009       0.000139       
170     0.000009       0.000169       0.000000       0.000000       0.000178       
206     0.000016       0.000000       0.000000       0.000144       0.000160       
tot     0.007343       0.000435       0.000350       0.000573       0.994000

Band 53   energy = -3.27071 eV
atom    s              p_x            p_y            p_z            tot            
46      0.000256       0.000000       0.000000       0.000004       0.000260       
49      0.000225       0.000000       0.000000       0.000000       0.000225       
73      0.000324       0.000000       0.000001       0.000004       0.000329       
74      0.000289       0.000000       0.000000       0.000000       0.000289       
127     0.000676       0.000000       0.000000       0.000000       0.000676       
131     0.000529       0.000000       0.000000       0.000000       0.000529       
tot     0.005010       0.000168       0.000194       0.000507       0.994000

Band 54   energy = -3.27068 eV
atom    s              p_x            p_y            p_z            tot            
1       0.000289       0.000001       0.000004       0.000004       0.000298       
10      0.000441       0.000000       0.000000       0.000000       0.000441       
19      0.000529       0.000004       0.000004       0.000000       0.000537       
86      0.000196       0.000004       0.000004       0.000000       0.000204       
108     0.001024       0.000000       0.000000       0.000000       0.001024       
192     0.000324       0.000000       0.000000       0.000000       0.000324       
tot     0.005024       0.000411       0.000432       0.000063       0.994000

