# EIG file: diamond.EIG   fdf file: diamond_scf.fdf
# Fermi energy (eV): -6.070552
# ElectronicTemperature: 0.025852 eV   OccupationFunction: FD   OccupationMPOrder: 1   degeneracy: 2.0
# k-index  spin  band  eigenvalue(eV)  occupation
    30     1     22       89.217798    0.000000
    30     1     23       89.674048    0.000000
    30     1     24      107.515926    0.000000
    30     1     25      107.516923    0.000000
    30     1     26      213.185332    0.000000
    31     1      1      -26.398415    2.000000
    31     1      2      -14.814770    2.000000
    31     1      3      -10.728491    2.000000
    31     1      4       -9.131437    2.000000
    31     1      5        0.242751    0.000000
    31     1      6        1.037993    0.000000
    31     1      7        1.384092    0.000000
    31     1      8        6.995734    0.000000
    31     1      9       15.230701    0.000000
    31     1     10       15.477604    0.000000
    31     1     11       18.201777    0.000000
    31     1     12       25.110968    0.000000
    31     1     13       36.289082    0.000000
    31     1     14       37.490304    0.000000
    31     1     15       43.858657    0.000000
    31     1     16       43.915581    0.000000
    31     1     17       48.571678    0.000000
    31     1     18       62.946567    0.000000
    31     1     19       66.970380    0.000000
    31     1     20       71.778654    0.000000
    31     1     21       81.773448    0.000000
    31     1     22       83.599930    0.000000
    31     1     23       91.607898    0.000000
    31     1     24       98.251532    0.000000
    31     1     25      119.345307    0.000000
    31     1     26      197.347375    0.000000
    32     1      1      -25.492019    2.000000
    32     1      2      -15.403972    2.000000
    32     1      3      -12.941343    2.000000
    32     1      4       -9.655291    2.000000
    32     1      5        1.039606    0.000000
    32     1      6        1.130373    0.000000
    32     1      7        2.989905    0.000000
    32     1      8        6.495711    0.000000
    32     1      9       14.119268    0.000000
    32     1     10       14.754904    0.000000
    32     1     11       18.660682    0.000000
    32     1     12       29.852947    0.000000
    32     1     13       36.940585    0.000000
    32     1     14       37.276126    0.000000
    32     1     15       44.945407    0.000000
    32     1     16       45.095232    0.000000
    32     1     17       45.340328    0.000000
    32     1     18       62.905690    0.000000
    32     1     19       67.369820    0.000000
    32     1     20       68.045069    0.000000
    32     1     21       76.574254    0.000000
    32     1     22       77.958994    0.000000
    32     1     23       99.404899    0.000000
    32     1     24      100.409286    0.000000
    32     1     25      122.470162    0.000000
    32     1     26      152.695358    0.000000
    33     1      1      -24.256345    2.000000
    33     1      2      -16.068389    2.000000
    33     1      3      -14.953184    2.000000
    33     1      4      -10.477978    2.000000
    33     1      5        0.558702    0.000000
    33     1      6        2.443838    0.000000
    33     1      7        4.775496    0.000000
    33     1      8        6.346807    0.000000
    33     1      9       12.362652    0.000000
    33     1     10       15.191738    0.000000
    33     1     11       19.105847    0.000000
    33     1     12       33.793065    0.000000
    33     1     13       36.541148    0.000000
    33     1     14       36.625904    0.000000
    33     1     15       45.479410    0.000000
    33     1     16       46.819072    0.000000
    33     1     17       47.524709    0.000000
    33     1     18       60.453864    0.000000
    33     1     19       64.122155    0.000000
    33     1     20       71.304111    0.000000
    33     1     21       74.720690    0.000000
    33     1     22       74.995752    0.000000
    33     1     23       91.196122    0.000000
    33     1     24      101.410026    0.000000
    33     1     25      139.489864    0.000000
    33     1     26      148.180896    0.000000
    34     1      1      -22.779885    2.000000
    34     1      2      -17.982789    2.000000
    34     1      3      -15.244842    2.000000
    34     1      4      -11.291286    2.000000
    34     1      5       -0.127605    0.000000
    34     1      6        3.683861    0.000000
    34     1      7        5.605767    0.000000
    34     1      8        7.265581    0.000000
    34     1      9       10.450076    0.000000
    34     1     10       16.974984    0.000000
    34     1     11       18.786230    0.000000
    34     1     12       33.892685    0.000000
    34     1     13       35.327954    0.000000
    34     1     14       37.784742    0.000000
    34     1     15       47.189806    0.000000
    34     1     16       48.846407    0.000000
    34     1     17       53.045189    0.000000
    34     1     18       56.797050    0.000000
    34     1     19       59.031059    0.000000
    34     1     20       61.779942    0.000000
    34     1     21       71.893295    0.000000
    34     1     22       72.677818    0.000000
    34     1     23      100.702034    0.000000
    34     1     24      104.025243    0.000000
    34     1     25      134.544467    0.000000
    34     1     26      159.399305    0.000000
    35     1      1      -21.690372    2.000000
    35     1      2      -19.360927    2.000000
    35     1      3      -14.851186    2.000000
    35     1      4      -11.922984    2.000000
    35     1      5       -0.763543    0.000000
    35     1      6        4.625016    0.000000
    35     1      7        5.675716    0.000000
    35     1      8        6.418116    0.000000
    35     1      9       10.919531    0.000000
    35     1     10       17.919407    0.000000
    35     1     11       19.984242    0.000000
    35     1     12       32.215219    0.000000
    35     1     13       33.410239    0.000000
    35     1     14       41.903638    0.000000
    35     1     15       44.626245    0.000000
    35     1     16       49.189292    0.000000
    35     1     17       54.493171    0.000000
    35     1     18       56.404794    0.000000
    35     1     19       59.373153    0.000000
    35     1     20       65.639438    0.000000
    35     1     21       70.391925    0.000000
    35     1     22       72.668286    0.000000
    35     1     23      107.725694    0.000000
    35     1     24      108.046556    0.000000
    35     1     25      116.009669    0.000000
    35     1     26      163.302261    0.000000
    36     1      1      -22.743794    2.000000
    36     1      2      -18.124942    2.000000
    36     1      3      -14.116865    2.000000
    36     1      4      -12.287751    2.000000
    36     1      5       -1.265712    0.000000
    36     1      6        4.017171    0.000000
    36     1      7        5.230446    0.000000
    36     1      8        5.759338    0.000000
    36     1      9       12.857658    0.000000
    36     1     10       16.856545    0.000000
    36     1     11       23.264783    0.000000
    36     1     12       31.710776    0.000000
    36     1     13       32.184490    0.000000
    36     1     14       41.654493    0.000000
    36     1     15       44.658812    0.000000
    36     1     16       49.146063    0.000000
    36     1     17       53.830623    0.000000
    36     1     18       58.851264    0.000000
    36     1     19       59.133382    0.000000
    36     1     20       72.802460    0.000000
    36     1     21       76.358247    0.000000
    36     1     22       77.145982    0.000000
    36     1     23      100.300324    0.000000
    36     1     24      114.530874    0.000000
    36     1     25      117.829988    0.000000
    36     1     26      153.083110    0.000000
    37     1      1      -24.547105    2.000000
    37     1      2      -17.121581    2.000000
